         13501280 function calls (13282499 primitive calls) in 24.649 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 model.py:23(SelectorType)
        1    0.000    0.000    0.000    0.000 horizontal.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _styles_builder.py:704(process_text_style)
      238    0.000    0.000    0.000    0.000 _content.py:30(__init__)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
      223    0.000    0.000    0.000    0.000 _writers.py:85(__init__)
       40    0.000    0.000    0.000    0.000 _make.py:541(<genexpr>)
       27    0.000    0.000    0.000    0.000 reactive.py:412(__init__)
        2    0.000    0.000    0.000    0.000 console.py:792(_detect_color_system)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(__init__)
        1    0.000    0.000    0.000    0.000 progress.py:495(ProgressColumn)
      161    0.000    0.000    0.000    0.000 typing.py:1581(__eq__)
      138    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      311    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 fuzzy.py:1(<module>)
      124    0.000    0.000    0.000    0.000 message.py:94(set_sender)
        1    0.000    0.000    0.000    0.000 worker.py:79(WorkerState)
      411    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       53    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 segment.py:682(SegmentLines)
        1    0.000    0.000    0.000    0.000 headless_driver.py:1(<module>)
       24    0.000    0.000    0.000    0.000 base_events.py:202(_check_ssl_socket)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
       24    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
      237    0.000    0.000    0.000    0.000 _base.py:398(__get_result)
        1    0.000    0.000    0.000    0.000 types.py:333(DateTime)
        1    0.000    0.000    0.000    0.000 ssl.py:556(options)
        5    0.000    0.000    0.000    0.000 __init__.py:695(mtime)
        6    0.000    0.000    0.000    0.000 events.py:372(from_event)
        1    0.000    0.000    0.000    0.000 _client.py:284(headers)
        1    0.000    0.000    0.000    0.000 __init__.py:255(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:63(_repair_headers)
        1    0.000    0.000    0.000    0.000 linux_driver.py:31(__init__)
      220    0.000    0.000    0.000    0.000 request.py:333(full_url)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
       80    0.000    0.000    0.000    0.000 token.py:24(__init__)
       45    0.000    0.000    0.000    0.000 color.py:238(normalized)
       26    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 pathlib.py:886(is_file)
      195    0.000    0.000    0.000    0.000 typing.py:760(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:1535(<genexpr>)
        7    0.000    0.000    0.000    0.000 contextlib.py:332(helper)
       28    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
       24    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
        1    0.000    0.000    0.000    0.000 _tabs.py:27(Underline)
      156    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
      169    0.000    0.000    0.000    0.000 driver.py:45(is_headless)
        1    0.000    0.000    0.000    0.000 linux_driver.py:267(_request_terminal_sync_mode_support)
        1    0.000    0.000    0.000    0.000 jupyter.py:18(JupyterRenderable)
       24    0.000    0.000    0.000    0.000 connection.py:37(__init__)
      131    0.000    0.000    0.000    0.000 _compositor.py:194(__init__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
      379    0.000    0.000    0.000    0.000 style.py:447(color)
       14    0.000    0.000    0.000    0.000 _make.py:1881(_make_order)
       13    0.000    0.000    0.000    0.000 _monitor.py:57(color_init)
        1    0.000    0.000    0.000    0.000 _next_gen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:131(make)
       13    0.000    0.000    0.000    0.000 _utility.py:261(is_ipython)
       51    0.000    0.000    0.000    0.000 _make.py:2527(_default_init_alias_for)
        1    0.000    0.000    0.000    0.000 _callback.py:1(<module>)
       12    0.000    0.000    0.000    0.000 trading.py:307(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 progress.py:604(TextColumn)
       14    0.000    0.000    0.000    0.000 scrollbar.py:251(__rich_repr__)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
      238    0.000    0.000    0.000    0.000 _urls.py:215(port)
        1    0.000    0.000    0.000    0.000 parse.py:952(urlencode)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      249    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       52    0.000    0.000    0.000    0.000 _asyncio.py:633(iterate_exceptions)
       24    0.000    0.000    0.000    0.000 validation.py:259(__init__)
       26    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:668(Misc)
       24    0.000    0.000    0.000    0.000 selector_events.py:922(get_write_buffer_size)
       47    0.000    0.000    0.000    0.000 threading.py:1483(current_thread)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       62    0.000    0.000    0.000    0.000 grid.py:39(cell_coords)
       23    0.000    0.000    0.000    0.000 events.py:283(is_printable)
        1    0.000    0.000    0.000    0.000 pathlib.py:835(stat)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       96    0.000    0.000    0.000    0.000 typing.py:1576(_value_and_type_iter)
      219    0.000    0.000    0.000    0.000 _decoders.py:33(flush)
      238    0.000    0.000    0.000    0.000 _client.py:277(headers)
      7/3    0.000    0.000    0.000    0.000 typing.py:1374(__repr__)
        1    0.000    0.000    0.000    0.000 _box_drawing.py:1(<module>)
       27    0.000    0.000    0.000    0.000 widget.py:605(compose_add_child)
      220    0.000    0.000    0.000    0.000 _models.py:538(request)
      223    0.000    0.000    0.000    0.000 _asyncio.py:577(shield)
        1    0.000    0.000    0.000    0.000 style.py:16(_Bit)
        4    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
      149    0.000    0.000    0.000    0.000 message_pump.py:287(_detach)
        5    0.000    0.000    0.000    0.000 api_client.py:49(decorator)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
        5    0.000    0.000    0.000    0.000 _styles_cache.py:79(set_dirty)
        1    0.000    0.000    0.000    0.000 __init__.py:73(__init__)
        1    0.000    0.000    0.000    0.000 theme.py:18(__init__)
       68    0.000    0.000    0.000    0.000 _monitor.py:23(set_size)
        1    0.000    0.000    0.000    0.000 await_remove.py:9(AwaitRemove)
        1    0.000    0.000    0.000    0.000 _spinners.py:1(<module>)
       24    0.000    0.000    0.000    0.000 auto.py:9(_init_backend)
        1    0.000    0.000    0.000    0.000 _select.py:107(SelectCurrent)
        1    0.000    0.000    0.000    0.000 trading.py:368(PriceChart)
    33/21    0.000    0.000    0.000    0.000 types.py:999(convert_type)
       15    0.000    0.000    0.000    0.000 _make.py:1108(add_match_args)
        2    0.000    0.000    0.000    0.000 _parser.py:996(parse_template)
       22    0.000    0.000    0.000    0.000 signal.py:36(_enum_to_int)
        1    0.000    0.000    0.000    0.000 validators.py:609(_NotValidator)
       42    0.000    0.000    0.000    0.000 _figure.py:358(_get_widths)
        1    0.000    0.000    0.000    0.000 console.py:377(PagerContext)
      199    0.000    0.000    0.000    0.000 app.py:2934(post_display_hook)
        1    0.000    0.000    0.000    0.000 _build.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:210(Path)
        3    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 _client.py:98(ClientState)
        1    0.000    0.000    0.000    0.000 scalar_animation.py:1(<module>)
      244    0.000    0.000    0.000    0.000 _decoders.py:30(decode)
        1    0.000    0.000    0.000    0.000 trading.py:63(on_mount)
        1    0.000    0.000    0.000    0.000 styled.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1147(__mro_entries__)
       48    0.000    0.000    0.000    0.000 transports.py:314(_set_write_buffer_limits)
      220    0.000    0.000    0.000    0.000 default.py:249(__init__)
       24    0.000    0.000    0.000    0.000 ipaddress.py:1851(_split_scope_id)
        1    0.000    0.000    0.000    0.000 await_complete.py:1(<module>)
      237    0.000    0.000    0.000    0.000 base_events.py:542(_check_default_executor)
       29    0.000    0.000    0.000    0.000 _weakrefset.py:90(clear)
        1    0.000    0.000    0.000    0.000 fractions.py:162(Fraction)
      238    0.000    0.000    0.000    0.000 _client.py:232(timeout)
       67    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      176    0.000    0.000    0.000    0.000 driver.py:134(flush)
        1    0.000    0.000    0.000    0.000 locks.py:438(_BarrierState)
      156    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       14    0.000    0.000    0.000    0.000 _make.py:1031(_make_getstate_setstate)
        1    0.000    0.000    0.000    0.000 formatting.py:102(HelpFormatter)
      244    0.000    0.000    0.000    0.000 _asyncio.py:569(cancel_called)
        1    0.000    0.000    0.000    0.000 _writer_thread.py:15(__init__)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
        1    0.000    0.000    0.000    0.000 lowlevel.py:77(_NoValueSet)
        1    0.000    0.000    0.000    0.000 model.py:38(CombinatorType)
        8    0.000    0.000    0.000    0.000 widget.py:623(__exit__)
        2    0.000    0.000    0.000    0.000 typing.py:2164(get_type_hints)
        1    0.000    0.000    0.000    0.000 app.py:1801(mount_all)
        1    0.000    0.000    0.000    0.000 _models.py:1011(Cookies)
        1    0.000    0.000    0.000    0.000 base_events.py:408(BaseEventLoop)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.anext}
        5    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 console.py:305(ScreenUpdate)
      220    0.000    0.000    0.000    0.000 _models.py:527(request)
        1    0.000    0.000    0.000    0.000 mock.py:57(MockBackend)
        1    0.000    0.000    0.000    0.000 app.py:3240(_on_resize)
       69    0.000    0.000    0.000    0.000 threading.py:1234(daemon)
      320    0.000    0.000    0.000    0.000 _utility.py:513(apply_scale)
        1    0.000    0.000    0.000    0.000 validation.py:336(validate)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
        1    0.000    0.000    0.000    0.000 design.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _make.py:1306(attrs)
       61    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
      190    0.000    0.000    0.000    0.000 _build.py:244(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 selector_events.py:110(_close_self_pipe)
       17    0.000    0.000    0.000    0.000 _on.py:84(decorator)
       24    0.000    0.000    0.000    0.000 threading.py:1040(_set_native_id)
       54    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
        1    0.000    0.000    0.000    0.000 app.py:1772(mount)
        1    0.000    0.000    0.000    0.000 file_monitor.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
      124    0.000    0.000    0.000    0.000 _resolve.py:68(<genexpr>)
       24    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 _styles_builder.py:73(StylesBuilder)
       27    0.000    0.000    0.000    0.000 enum.py:973(_find_data_repr_)
       50    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'dict_keys' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1284(__init__)
       89    0.000    0.000    0.000    0.000 pad.py:23(__init__)
      238    0.000    0.000    0.000    0.000 _client.py:308(params)
        1    0.000    0.000    0.000    0.000 base_events.py:410(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       69    0.000    0.000    0.000    0.000 scrollbar.py:80(__init__)
        3    0.000    0.000    0.000    0.000 _styles_builder.py:399(_process_space)
       18    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 scrollbar.py:72(ScrollBarRender)
       12    0.000    0.000    0.000    0.000 keys.py:277(_get_key_aliases)
      220    0.000    0.000    0.000    0.000 _models.py:1199(__init__)
       25    0.000    0.000    0.000    0.000 _utility.py:327(get_hd_marker)
        1    0.000    0.000    0.000    0.000 _client.py:564(Client)
