         13501280 function calls (13282499 primitive calls) in 24.649 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _figure.py:54(_set_interactive)
        1    0.000    0.000    0.000    0.000 memory.py:184(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 sync.py:118(SyncStream)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
        5    0.000    0.000    0.000    0.000 validators.py:350(is_callable)
        1    0.000    0.000    0.000    0.000 base.py:57(AsyncNetworkStream)
       13    0.000    0.000    0.000    0.000 _input.py:49(__init__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:408(normpath)
       50    0.000    0.000    0.000    0.000 inspect.py:2786(default)
       13    0.000    0.000    0.000    0.000 _default.py:74(bar_init)
       13    0.000    0.000    0.000    0.000 _monitor.py:33(labels_init)
        1    0.000    0.000    0.000    0.000 _compat.py:78(_FixupStream)
        1    0.000    0.000    0.000    0.000 _static.py:32(Static)
        2    0.000    0.000    0.000    0.000 inspect.py:2500(<lambda>)
        1    0.000    0.000    0.000    0.000 base_events.py:275(Server)
        2    0.000    0.000    0.000    0.000 events.py:707(set_event_loop)
        1    0.000    0.000    0.000    0.000 __init__.py:322(PackagePath)
        1    0.000    0.000    0.000    0.000 _sockets.py:57(_SocketProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 __init__.py:3105(Entry)
        1    0.000    0.000    0.000    0.000 constants.py:50(_is_valid_animation_level)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        2    0.000    0.000    0.000    0.000 _style_properties.py:393(__set_name__)
        1    0.000    0.000    0.000    0.000 _make.py:2538(Attribute)
        1    0.000    0.000    0.000    0.000 _synchronization.py:92(AsyncThreadLock)
        5    0.000    0.000    0.000    0.000 login.py:43(password_changed)
        1    0.000    0.000    0.000    0.000 _auth.py:172(DigestAuth)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
       10    0.000    0.000    0.000    0.000 _make.py:1725(_has_frozen_base_class)
       13    0.000    0.000    0.000    0.000 _make.py:2211(_assign)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 ast.py:1798(__getattr__)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        1    0.000    0.000    0.000    0.000 events.py:106(TimerHandle)
        1    0.000    0.000    0.000    0.000 ansi.py:19(_AnsiToken)
        1    0.000    0.000    0.000    0.000 widget.py:446(siblings)
        1    0.000    0.000    0.000    0.000 console.py:463(Group)
        1    0.000    0.000    0.000    0.000 _synchronization.py:189(AsyncShieldCancellation)
       24    0.000    0.000    0.000    0.000 events.py:83(cancelled)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(MissingParameter)
        1    0.000    0.000    0.000    0.000 selector_events.py:769(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        1    0.000    0.000    0.000    0.000 tls.py:252(TLSListener)
        1    0.000    0.000    0.000    0.000 _synchronization.py:279(Event)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        5    0.000    0.000    0.000    0.000 login.py:39(username_changed)
        2    0.000    0.000    0.000    0.000 _styles_builder.py:737(process_dock)
        1    0.000    0.000    0.000    0.000 console.py:356(ThemeContext)
        1    0.000    0.000    0.000    0.000 _parser.py:1012(addgroup)
        2    0.000    0.000    0.000    0.000 http11.py:331(HTTP11ConnectionByteStream)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 protocol.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:392(_eval_type)
        1    0.000    0.000    0.000    0.000 base_events.py:560(shutdown_asyncgens)
        1    0.000    0.000    0.000    0.000 __init__.py:831(ZipExtFile)
        1    0.000    0.000    0.000    0.000 _layout.py:81(WidgetPlacement)
       15    0.000    0.000    0.000    0.000 locks.py:141(_wake_up_first)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 events.py:627(DescendantBlur)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 option_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stapled.py:94(MultiListener)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
       12    0.000    0.000    0.000    0.000 types.py:975(arity)
        1    0.000    0.000    0.000    0.000 model.py:170(Declaration)
       14    0.000    0.000    0.000    0.000 widget.py:594(allow_focus_children)
        3    0.000    0.000    0.000    0.000 scrollbar.py:323(_on_mouse_down)
        1    0.000    0.000    0.000    0.000 taskgroups.py:12(TaskGroup)
        2    0.000    0.000    0.000    0.000 validators.py:264(optional)
        1    0.000    0.000    0.000    0.000 __init__.py:4444(PanedWindow)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 _asyncio.py:1053(StreamProtocol)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
        1    0.000    0.000    0.000    0.000 _partition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compositor.py:103(LayoutUpdate)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1745(_caller)
        1    0.000    0.000    0.000    0.000 headless_driver.py:10(HeadlessDriver)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pilot.py:60(Pilot)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 app.py:1997(_load_screen_css)
        1    0.000    0.000    0.000    0.000 scroll_view.py:15(ScrollView)
        1    0.000    0.000    0.000    0.000 binding.py:66(_Bindings)
        1    0.000    0.000    0.000    0.000 calendar.py:442(HTMLCalendar)
       18    0.000    0.000    0.000    0.000 enum.py:1398(<lambda>)
        1    0.000    0.000    0.000    0.000 interfaces.py:85(ConnectionInterface)
        1    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 command.py:114(DiscoveryHit)
        1    0.000    0.000    0.000    0.000 configparser.py:1173(ConfigParser)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1456(NoDefaultType)
       30    0.000    0.000    0.000    0.000 inspect.py:3079(return_annotation)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       20    0.000    0.000    0.000    0.000 _input.py:215(control)
        1    0.000    0.000    0.000    0.000 syntax.py:179(ANSISyntaxTheme)
        1    0.000    0.000    0.000    0.000 _urlparse.py:96(ParseResult)
        1    0.000    0.000    0.000    0.000 _header.py:69(HeaderClock)
        1    0.000    0.000    0.000    0.000 align.py:234(VerticalCenter)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 highlighter.py:106(JSONHighlighter)
        1    0.000    0.000    0.000    0.000 progress.py:826(MofNCompleteColumn)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1122(SocketStream)
        1    0.000    0.000    0.000    0.000 __init__.py:367(Variable)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 __init__.py:4076(Image)
        1    0.000    0.000    0.000    0.000 selector_events.py:931(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1790(_SignalReceiver)
       12    0.000    0.000    0.000    0.000 containers.py:86(__getitem__)
        1    0.000    0.000    0.000    0.000 fuzzy.py:19(Matcher)
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 locks.py:445(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:137(_RLock)
        1    0.000    0.000    0.000    0.000 decorators.py:171(command)
        1    0.000    0.000    0.000    0.000 streams.py:116(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 _compat.py:52(_NonClosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 _option_list.py:39(Option)
        9    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:1202(__init__)
       37    0.000    0.000    0.000    0.000 _adapters.py:64(redent)
        1    0.000    0.000    0.000    0.000 _styles_cache.py:49(StylesCache)
       13    0.000    0.000    0.000    0.000 _style_properties.py:74(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1461(__new__)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1207(_RawSocketMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 threading.py:670(Barrier)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1091(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:42(HTTPError)
        1    0.000    0.000    0.000    0.000 _header.py:95(HeaderTitle)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 __init__.py:3235(Listbox)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:2548(Grid)
       27    0.000    0.000    0.000    0.000 dom.py:442(is_modal)
        1    0.000    0.000    0.000    0.000 events.py:412(screen_offset)
        1    0.000    0.000    0.000    0.000 _style_properties.py:523(SpacingProperty)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        2    0.000    0.000    0.000    0.000 scrollbar.py:366(_on_click)
        1    0.000    0.000    0.000    0.000 lexer.py:498(RegexLexerMeta)
        1    0.000    0.000    0.000    0.000 base.py:12(BaseTransport)
        1    0.000    0.000    0.000    0.000 _toast.py:149(ToastRack)
        6    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        1    0.000    0.000    0.000    0.000 events.py:671(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 _animator.py:51(Animation)
        1    0.000    0.000    0.000    0.000 highlighter.py:80(ReprHighlighter)
        1    0.000    0.000    0.000    0.000 _ratio.py:12(Edge)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1869(TestRunner)
        1    0.000    0.000    0.000    0.000 csv.py:172(Sniffer)
        1    0.000    0.000    0.000    0.000 stylesheet.py:42(StylesheetErrors)
        1    0.000    0.000    0.000    0.000 driver.py:18(__init__)
       11    0.000    0.000    0.000    0.000 _styles_builder.py:264(_distribute_importance)
        1    0.000    0.000    0.000    0.000 command.py:60(Hit)
        1    0.000    0.000    0.000    0.000 await_complete.py:9(AwaitComplete)
        1    0.000    0.000    0.000    0.000 __init__.py:771(_SharedFile)
        1    0.000    0.000    0.000    0.000 unix_events.py:1220(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 geometry.py:57(Offset)
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 style.py:170(Style)
        1    0.000    0.000    0.000    0.000 _models.py:148(ByteStream)
        1    0.000    0.000    0.000    0.000 _multipart.py:84(FileField)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:658(__eq__)
        1    0.000    0.000    0.000    0.000 _testing.py:11(TestRunner)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 utils.py:495(PacifyFlushWrapper)
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        1    0.000    0.000    0.000    0.000 cookiejar.py:841(CookiePolicy)
        1    0.000    0.000    0.000    0.000 :1(VersionInfoAttributes)
        1    0.000    0.000    0.000    0.000 platform.py:794(_Processor)
        4    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 _readers.py:148(ChunkedReader)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 _parser.py:52(Parser)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
       10    0.000    0.000    0.000    0.000 __init__.py:772(__bool__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        6    0.000    0.000    0.000    0.000 lowlevel.py:101(__init__)
        1    0.000    0.000    0.000    0.000 _option_list.py:97(OptionLineSpan)
        1    0.000    0.000    0.000    0.000 selector_events.py:1213(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 threading.py:1548(_register_atexit)
        1    0.000    0.000    0.000    0.000 configparser.py:1205(SectionProxy)
        1    0.000    0.000    0.000    0.000 typing.py:2318(get_args)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        1    0.000    0.000    0.000    0.000 wsgi.py:41(WSGITransport)
        1    0.000    0.000    0.000    0.000 tokenizer.py:146(Token)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(NotCallableError)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        8    0.000    0.000    0.000    0.000 events.py:131(__rich_repr__)
        1    0.000    0.000    0.000    0.000 syntax.py:123(SyntaxTheme)
        1    0.000    0.000    0.000    0.000 _synchronization.py:110(EventAdapter)
        7    0.000    0.000    0.000    0.000 await_remove.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _styles_builder.py:723(process_text_align)
        1    0.000    0.000    0.000    0.000 __init__.py:616(Context)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1776(FileCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1474(_set_default)
        1    0.000    0.000    0.000    0.000 _synchronization.py:224(Condition)
        1    0.000    0.000    0.000    0.000 types.py:550(FloatRange)
       11    0.000    0.000    0.000    0.000 _make.py:2192(_setattr)
        1    0.000    0.000    0.000    0.000 calendar.py:45(__getattr__)
        1    0.000    0.000    0.000    0.000 _pick.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:170(EventType)
        1    0.000    0.000    0.000    0.000 _auth.py:123(BasicAuth)
        1    0.000    0.000    0.000    0.000 _make.py:2222(_assign_with_converter)
        1    0.000    0.000    0.000    0.000 jupyter.py:36(JupyterMixin)
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 highlighter.py:8(_combine_regex)
        1    0.000    0.000    0.000    0.000 _sockets.py:103(UNIXSocketStream)
        1    0.000    0.000    0.000    0.000 cache.py:48(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:2292(NullHandler)
        1    0.000    0.000    0.000    0.000 _client.py:262(auth)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 _tabbed_content.py:252(TabActivated)
        1    0.000    0.000    0.000    0.000 ssl.py:570(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 _header.py:16(HeaderIcon)
        2    0.000    0.000    0.000    0.000 _styles_builder.py:751(process_layer)
        1    0.000    0.000    0.000    0.000 abc.py:4(RichRenderable)
        1    0.000    0.000    0.000    0.000 stapled.py:22(StapledByteStream)
        1    0.000    0.000    0.000    0.000 _utils.py:318(URLPattern)
        1    0.000    0.000    0.000    0.000 events.py:526(Timer)
        1    0.000    0.000    0.000    0.000 _help_renderables.py:27(Example)
        1    0.000    0.000    0.000    0.000 _layout.py:127(Layout)
        1    0.000    0.000    0.000    0.000 progress.py:634(BarColumn)
        1    0.000    0.000    0.000    0.000 types.py:508(IntParamType)
        1    0.000    0.000    0.000    0.000 _fileno.py:1(<module>)
        1    0.000    0.000    0.000    0.000 progress.py:537(RenderableColumn)
        1    0.000    0.000    0.000    0.000 _styles_builder.py:345(process_visibility)
        1    0.000    0.000    0.000    0.000 unix_events.py:977(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 :1(_NotValidatorAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:3494(Radiobutton)
        1    0.000    0.000    0.000    0.000 suggester.py:28(Suggester)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 design.py:23(ColorSystem)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1369(TCPSocketListener)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
        3    0.000    0.000    0.000    0.000 _animator.py:171(__init__)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        1    0.000    0.000    0.000    0.000 readers.py:32(ZipReader)
        3    0.000    0.000    0.000    0.000 validation.py:75(is_valid)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:856(inner)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        1    0.000    0.000    0.000    0.000 style.py:765(StyleStack)
        2    0.000    0.000    0.000    0.000 contextlib.py:393(__init__)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 canvas.py:147(Canvas)
        7    0.000    0.000    0.000    0.000 filter.py:185(__init__)
        1    0.000    0.000    0.000    0.000 :1(_ProvidesValidatorAttributes)
        2    0.000    0.000    0.000    0.000 theme.py:87(__init__)
       15    0.000    0.000    0.000    0.000 text.py:999(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:1927(__del__)
        1    0.000    0.000    0.000    0.000 :1(_DeepMappingAttributes)
        1    0.000    0.000    0.000    0.000 stapled.py:58(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 constrain.py:10(Constrain)
        1    0.000    0.000    0.000    0.000 user.py:13(User)
        1    0.000    0.000    0.000    0.000 _decoders.py:167(ByteChunker)
        1    0.000    0.000    0.000    0.000 _style_properties.py:882(ColorProperty)
        1    0.000    0.000    0.000    0.000 _input.py:197(Changed)
        1    0.000    0.000    0.000    0.000 console.py:293(NewLine)
        1    0.000    0.000    0.000    0.000 __init__.py:2451(Pack)
        1    0.000    0.000    0.000    0.000 default.py:262(AsyncHTTPTransport)
        7    0.000    0.000    0.000    0.000 query.py:108(node)
        1    0.000    0.000    0.000    0.000 _styles_builder.py:1048(process_constrain)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:708(<genexpr>)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1466(UDPSocket)
        1    0.000    0.000    0.000    0.000 _ssl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 validation.py:32(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:1046(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 validation.py:106(Validator)
        1    0.000    0.000    0.000    0.000 geometry.py:662(contains_point)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 _styles_builder.py:221(process_display)
        1    0.000    0.000    0.000    0.000 _error_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_InstanceOfValidatorAttributes)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 :1(_InValidatorAttributes)
        1    0.000    0.000    0.000    0.000 request.py:1417(UnknownHandler)
        1    0.000    0.000    0.000    0.000 _synchronization.py:139(Lock)
        1    0.000    0.000    0.000    0.000 _sockets.py:125(SocketListener)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 tint.py:14(Tint)
        4    0.000    0.000    0.000    0.000 core.py:2676(<lambda>)
        1    0.000    0.000    0.000    0.000 types.py:188(UnprocessedParamType)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _asyncio.py:1429(UNIXSocketListener)
        1    0.000    0.000    0.000    0.000 _layout.py:20(DockArrangeResult)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        1    0.000    0.000    0.000    0.000 streams.py:418(StreamReader)
        1    0.000    0.000    0.000    0.000 _asyncio.py:643(TaskGroup)
        1    0.000    0.000    0.000    0.000 :1(_NumberValidatorAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 types.py:593(BoolParamType)
        1    0.000    0.000    0.000    0.000 _compositor.py:55(MapGeometry)
        1    0.000    0.000    0.000    0.000 base_events.py:207(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 :1(_MatchesReValidatorAttributes)
        1    0.000    0.000    0.000    0.000 _tabbed_content.py:74(ContentTabs)
        1    0.000    0.000    0.000    0.000 _animator.py:89(SimpleAnimation)
        1    0.000    0.000    0.000    0.000 core.py:3018(_parse_decls)
        1    0.000    0.000    0.000    0.000 _urls.py:157(password)
        1    0.000    0.000    0.000    0.000 _tree.py:53(_TreeLine)
        1    0.000    0.000    0.000    0.000 validation.py:357(describe_failure)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 subprocess.py:118(Process)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        1    0.000    0.000    0.000    0.000 pad.py:16(HorizontalPad)
        1    0.000    0.000    0.000    0.000 _input.py:220(Submitted)
        1    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.000    0.000 :1(_DeepIterableAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:4138(PhotoImage)
        1    0.000    0.000    0.000    0.000 _events.py:259(Data)
        1    0.000    0.000    0.000    0.000 notifications.py:68(Notifications)
        1    0.000    0.000    0.000    0.000 util.py:122(make_analysator)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 screen.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _animator.py:170(BoundAnimator)
        5    0.000    0.000    0.000    0.000 geometry.py:1061(top_left)
        1    0.000    0.000    0.000    0.000 runners.py:48(__init__)
        1    0.000    0.000    0.000    0.000 linux_driver.py:294(_patch_iflag)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 :1(_AndValidatorAttributes)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1514(ConnectedUDPSocket)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1253(UNIXSocketStream)
        1    0.000    0.000    0.000    0.000 _writers.py:62(BodyWriter)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(TokenizerState)
       15    0.000    0.000    0.000    0.000 _style_properties.py:753(__set_name__)
        2    0.000    0.000    0.000    0.000 app.py:1948(get_screen)
        1    0.000    0.000    0.000    0.000 _style_properties.py:130(ScalarProperty)
        1    0.000    0.000    0.000    0.000 live_render.py:20(LiveRender)
        1    0.000    0.000    0.000    0.000 types.py:200(StringParamType)
        1    0.000    0.000    0.000    0.000 interfaces.py:85(AsyncConnectionInterface)
        9    0.000    0.000    0.000    0.000 base_events.py:728(is_running)
        1    0.000    0.000    0.000    0.000 _select.py:262(Changed)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 _client.py:135(BoundAsyncStream)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 client.py:1447(HTTPSConnection)
        6    0.000    0.000    0.000    0.000 unix_events.py:856(__init_subclass__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        1    0.000    0.000    0.000    0.000 _blend_colors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _style_properties.py:343(Edges)
        1    0.000    0.000    0.000    0.000 _option_list.py:231(OptionMessage)
        1    0.000    0.000    0.000    0.000 _compose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
       13    0.000    0.000    0.000    0.000 style.py:21(__init__)
        1    0.000    0.000    0.000    0.000 _streams.py:190(Listener)
        1    0.000    0.000    0.000    0.000 default.py:107(ResponseStream)
        1    0.000    0.000    0.000    0.000 request.py:1076(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        1    0.000    0.000    0.000    0.000 file_monitor.py:12(FileMonitor)
        1    0.000    0.000    0.000    0.000 base_events.py:2006(set_debug)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 _writer_thread.py:12(WriterThread)
        2    0.000    0.000    0.000    0.000 _log_render.py:15(__init__)
        1    0.000    0.000    0.000    0.000 responses.py:12(UserResponse)
        1    0.000    0.000    0.000    0.000 request.py:422(OpenerDirector)
        1    0.000    0.000    0.000    0.000 _directory_tree.py:69(FileSelected)
       13    0.000    0.000    0.000    0.000 _style_properties.py:96(__set_name__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 progress.py:760(TimeRemainingColumn)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 _client.py:112(BoundSyncStream)
        1    0.000    0.000    0.000    0.000 runners.py:20(Runner)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 color.py:55(HSL)
